Season,Date,ContestID,Team,Conference,Opponent Team,Opponent Conference,Location,Number,Player,P,S,Kills,Errors,TotalAttacks,HitPct,Assists,Aces,SErr,Digs,RetAtt,RErr,BlockSolos,BlockAssists,BErr,PTS,BHE,SetErr,SetAtt,ServeAtt,TotalBlocks
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,12,Claire Luoma,L/DS,4,0,0,0,0.0,4,1,2,15,21,1,0,0,0,1.0,0,0.0,21.0,13.0,0
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,22,Lucy Maloney,L,4,0,0,0,0.0,3,0,3,12,15,1,0,0,0,0.0,0,0.0,8.0,15.0,0
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,10,Lina Merz,OPP,4,7,8,24,-0.042,0,0,0,4,0,0,0,5,1,9.5,0,0.0,2.0,0.0,5
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,5,Talea Mitchell,MB,4,10,0,21,0.476,0,3,1,3,0,0,0,2,1,14.0,0,0.0,1.0,18.0,2
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,11,Addi Rains,L/DS,4,0,0,0,0.0,1,2,1,9,20,0,0,0,0,2.0,0,0.0,1.0,16.0,0
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,6,Katherine Sandt,S,4,2,2,11,0.0,42,1,0,7,0,0,0,1,0,3.5,0,0.0,113.0,23.0,1
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,24,Anika Groom,OH,2,7,5,21,0.095,0,0,0,1,5,2,1,0,1,8.0,0,0.0,0.0,0.0,1
2026-2027,2026-08-30,6583696,Clemson,ACC,Western Caro.,SoCon,Neutral,19,Lauren Schneider,OH,2,1,2,17,-0.059,0,0,0,1,3,0,1,0,0,2.0,0,0.0,1.0,0.0,1
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,5,Samantha Bunch,S,3,0,0,0,0.0,2,2,1,4,6,0,0,0,0,2.0,0,0.0,5.0,12.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,10,Oliwia Caputa,OH,3,0,0,0,0.0,2,0,1,4,14,1,0,0,0,0.0,0,0.0,2.0,10.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,21,Audrey Clark,S,3,1,1,2,0.0,15,0,1,6,0,0,0,0,0,1.0,0,0.0,36.0,9.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,9,Ella Craggs,S,3,1,1,2,0.0,7,0,2,4,0,0,0,0,0,1.0,0,0.0,30.0,7.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,14,Jillian Ferrill,OH,3,3,3,17,0.0,0,0,0,2,3,0,0,1,0,3.5,0,0.0,2.0,2.0,1
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,11,Jillian Gregory,OH,3,9,3,22,0.273,1,1,2,3,22,1,0,0,0,10.0,0,0.0,1.0,10.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,6,Logan Grevengoed,MB,3,4,5,10,-0.1,0,0,0,0,0,0,0,0,0,4.0,0,,,,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,16,Abby Reck,OH,3,2,1,5,0.2,1,0,0,1,2,0,1,0,0,3.0,0,0.0,1.0,1.0,1
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,17,Peyton Turner,DS,3,1,0,1,1.0,3,0,0,7,10,0,0,0,0,1.0,0,0.0,7.0,0.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,1,Ruth Ziegler,OPP,3,10,2,21,0.381,0,0,2,0,0,0,0,0,0,10.0,0,0.0,0.0,7.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,15,Addisyn Pohl,MB,2,0,2,4,-0.5,0,0,0,0,0,0,0,1,0,0.5,0,0.0,1.0,0.0,1
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,7,Sidney Wright,MB,2,6,1,10,0.5,0,0,0,1,0,0,0,0,0,6.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,2,Emilija Arsic,OH,1,0,1,2,-0.5,0,0,0,0,3,1,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6583698,Illinois St.,MVC,Seton Hall,Big East,Neutral,3,Ella Kohnen,S,1,0,0,0,0.0,5,1,1,1,0,0,0,0,0,1.0,0,0.0,9.0,4.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,15,Gwen Adler,S,3,1,0,2,0.5,18,1,2,3,0,0,0,0,0,2.0,0,0.0,40.0,12.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,6,Mia Clyburn,MB,3,4,0,5,0.8,0,0,3,1,2,0,0,2,0,5.0,0,0.0,1.0,10.0,2
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,14,Emilee Fuller,S,3,1,0,1,1.0,12,0,1,3,0,0,0,0,0,1.0,0,0.0,29.0,8.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,13,Madison Loiselle,OH,3,4,1,13,0.231,1,0,0,1,0,0,0,2,0,5.0,0,0.0,1.0,0.0,2
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,11,Rylee Nelson,L/DS,3,0,0,0,0.0,6,1,2,10,30,1,0,0,0,1.0,0,0.0,13.0,11.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,1,Loukia Papadakos,MB,3,6,0,7,0.857,0,0,0,0,0,0,1,2,0,8.0,0,,,,3
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,20,Daria Safian,OH,3,10,1,18,0.5,0,0,0,2,0,0,0,0,0,10.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,7,Samantha Shelton,OH,3,8,2,19,0.316,1,1,2,6,13,1,0,2,0,10.0,0,0.0,2.0,18.0,2
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,4,Alondra Villanueva,OH,3,6,2,23,0.174,0,1,2,5,4,0,0,0,0,7.0,0,0.0,0.0,14.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,3,Kennedy Cummins,L/DS,2,0,0,0,0.0,0,0,0,1,2,1,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-28,6583698,Seton Hall,Big East,Illinois St.,MVC,Neutral,10,Rylee Wooldridge,OH,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,1.0,0.0,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,18,Katie Boney,S,5,4,0,7,0.571,42,0,0,12,0,0,0,6,0,7.0,0,0.0,139.0,16.0,6
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,1,Ashlyn Cobb,OH,5,10,5,40,0.125,0,1,2,13,26,0,0,2,0,12.0,0,0.0,4.0,14.0,2
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,6,Elise Gurley,L,5,0,0,0,0.0,5,2,2,23,16,1,0,0,0,2.0,0,0.0,18.0,22.0,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,15,Samantha Kranzler,OH,5,4,1,21,0.143,1,0,1,17,24,2,0,0,0,4.0,0,0.0,3.0,18.0,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,12,Tatum Sharp,MB,5,8,2,26,0.231,1,0,0,1,0,0,0,7,0,11.5,0,0.0,3.0,4.0,7
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,2,Halley Tang,L,5,1,0,1,1.0,1,2,0,10,12,4,0,0,0,3.0,0,0.0,3.0,15.0,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,22,Zoe Zudans,OH,5,9,5,39,0.103,0,0,0,2,2,0,1,0,0,10.0,0,0.0,2.0,0.0,1
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,7,Aiyana Harris,MB,4,8,1,15,0.467,0,0,0,2,1,0,0,1,0,8.5,0,0.0,0.0,0.0,1
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,17,Evelyn Keefer,L,4,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,20,Eda Yalçinkaya,L,4,0,0,0,0.0,1,0,0,9,10,1,0,0,0,0.0,0,0.0,3.0,8.0,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,11,JoJo Abeyta,MB,2,2,1,10,0.1,0,0,0,0,0,0,0,2,0,3.0,1,0.0,1.0,0.0,2
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,8,Taylor Baggett,OH,2,0,1,2,-0.5,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,16,Sophia Marini,OH,2,7,1,10,0.6,0,0,0,1,1,0,0,2,0,8.0,0,0.0,0.0,0.0,2
2026-2027,2026-09-04,6583700,Western Caro.,SoCon,Bellarmine,ASUN,Neutral,10,Peri Subat,OH,1,2,1,10,0.1,0,0,1,1,2,0,0,0,0,2.0,0,0.0,2.0,3.0,0
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,2,Natalie Bland,OH,5,22,8,61,0.23,3,2,4,23,33,2,0,2,1,25.0,0,0.0,4.0,17.0,2
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,7,Maddie Carnes,S,5,2,3,9,-0.111,59,1,1,12,0,0,0,0,0,3.0,0,0.0,155.0,20.0,0
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,9,Maddie Hagan,OH,5,7,2,18,0.278,0,0,0,4,0,0,0,2,1,8.0,0,0.0,2.0,0.0,2
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,20,Mary Herman,MB,5,10,5,26,0.192,1,1,3,8,0,0,2,3,0,14.5,0,0.0,1.0,16.0,5
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,11,Abby Julius,OH,5,0,0,0,0.0,0,1,1,0,0,0,0,0,0,1.0,0,0.0,0.0,10.0,0
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,24,Ava Long,DS,5,0,0,2,0.0,1,0,1,9,14,1,0,0,0,0.0,0,0.0,3.0,17.0,0
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,12,Abbie Lyttle,DS,5,0,0,0,0.0,2,3,4,9,17,1,0,0,0,3.0,0,0.0,5.0,23.0,0
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,4,Payton Parsons,L/DS,5,0,0,0,0.0,2,0,0,29,21,1,0,0,0,0.0,0,0.0,18.0,5.0,0
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,3,Erika Smith,MB,5,9,1,18,0.444,1,0,0,0,0,0,1,1,1,10.5,0,0.0,1.0,0.0,2
2026-2027,2026-09-04,6583700,Bellarmine,ASUN,Western Caro.,SoCon,Neutral,1,Mady Yaden,OH,5,23,8,67,0.224,0,0,0,5,9,0,0,0,0,23.0,0,0.0,2.0,0.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,5,Kayla Green,L,3,0,0,0,0.0,4,0,0,10,12,3,0,0,0,0.0,0,0.0,15.0,5.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,23,Madeline Joyce,L,3,0,0,0,0.0,0,0,0,2,0,0,0,0,0,0.0,0,0.0,0.0,7.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,17,Ixchel Kiahuitl Lopez Sanchez,OH,3,2,2,20,0.0,1,1,1,3,11,1,0,1,0,3.5,0,0.0,3.0,3.0,1
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,16,Angela Marchetto,MB,3,0,0,5,0.0,1,0,0,1,2,0,1,2,0,2.0,0,0.0,1.0,0.0,3
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,14,Mila Samardzija,OH,3,7,5,30,0.067,1,1,2,7,25,3,2,0,0,10.0,0,0.0,2.0,13.0,2
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,1,Isabella Scarfone,S,3,0,0,3,0.0,13,2,0,6,0,0,0,0,0,2.0,0,0.0,54.0,7.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,12,Alessia Zampieri,MB,3,7,2,18,0.278,0,0,0,1,0,0,1,1,0,8.5,0,0.0,0.0,0.0,2
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,4,Nina Jasiecka,OH,2,0,1,6,-0.167,0,0,0,2,0,0,0,1,0,0.5,0,0.0,2.0,0.0,1
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,15,Kaylie Jensen,MB,2,0,1,5,-0.2,0,0,0,0,0,0,0,1,0,0.5,0,,,,1
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,6,Nihal Kocakara,OH,2,2,1,7,0.143,0,0,0,1,9,0,0,0,0,2.0,0,0.0,1.0,1.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,10,Nora Marginean,S,2,0,0,0,0.0,1,0,1,1,0,0,0,0,0,0.0,0,0.0,20.0,9.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,13,Szonja Csabai,MB,1,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,7,Ava DeGuzman,OH,1,0,0,0,0.0,0,0,0,1,5,2,0,0,0,0.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,9,Ashlyn Gualtieri,OH,1,2,0,3,0.667,0,1,0,0,1,0,0,0,0,3.0,0,0.0,0.0,2.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,19,Brooke Kamelchuk,,1,0,0,0,0.0,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,1.0,0
2026-2027,2026-08-29,6583702,FDU,NEC,Seton Hall,Big East,Neutral,3,Agnes Shakirova,OH,1,1,0,1,1.0,0,0,0,0,0,0,0,1,0,1.5,0,,,,1
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,15,Gwen Adler,S,3,0,0,1,0.0,12,0,1,10,0,0,0,0,0,0.0,0,0.0,35.0,6.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,6,Mia Clyburn,MB,3,4,1,11,0.273,2,3,1,3,0,0,0,2,0,8.0,0,0.0,4.0,12.0,2
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,14,Emilee Fuller,S,3,0,0,1,0.0,18,4,0,4,0,0,0,0,0,4.0,0,0.0,35.0,16.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,13,Madison Loiselle,OH,3,14,1,23,0.565,0,0,0,2,0,0,1,2,0,16.0,0,0.0,0.0,0.0,3
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,11,Rylee Nelson,L/DS,3,0,0,0,0.0,4,1,0,20,10,1,0,0,0,1.0,0,0.0,16.0,6.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,1,Loukia Papadakos,MB,3,4,1,7,0.429,0,0,0,1,0,0,1,1,0,5.5,0,0.0,1.0,1.0,2
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,20,Daria Safian,OH,3,6,3,17,0.176,0,0,0,3,1,0,0,0,0,6.0,0,0.0,3.0,0.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,7,Samantha Shelton,OH,3,5,2,18,0.167,0,1,1,8,9,0,0,1,0,6.5,0,0.0,6.0,14.0,1
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,4,Alondra Villanueva,OH,3,9,7,28,0.071,0,2,1,5,15,1,1,0,0,12.0,0,0.0,1.0,12.0,1
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,3,Kennedy Cummins,L/DS,1,0,0,0,0.0,0,0,0,1,1,0,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,12,Kennedy Horn,MB,1,2,0,2,1.0,0,3,0,0,0,0,1,0,0,6.0,0,0.0,0.0,3.0,1
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,5,Hanna Labanowska,OH,1,0,0,1,0.0,0,0,0,0,2,0,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,8,Alexis Opland,S,1,0,0,0,0.0,2,0,0,0,0,0,0,0,0,0.0,0,0.0,4.0,1.0,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,22,Alex Rasmussen,MB,1,0,1,1,-1.0,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-29,6583702,Seton Hall,Big East,FDU,NEC,Neutral,10,Rylee Wooldridge,OH,1,0,0,0,0.0,0,0,0,0,3,0,0,0,0,0.0,0,0.0,1.0,3.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,3,Ela Akay,L,3,0,0,1,0.0,2,0,0,6,17,1,0,0,0,0.0,0,0.0,7.0,0.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,17,Kayden Campbell,OH,3,8,4,21,0.19,0,0,0,4,36,1,0,0,0,8.0,0,0.0,2.0,12.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,2,Aries Fontaine,OH,3,9,2,22,0.318,0,0,0,0,0,0,1,0,0,10.0,0,0.0,1.0,0.0,1
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,1,Mya Lei-Butters,L,3,0,0,1,0.0,1,0,0,6,0,0,0,0,0,0.0,0,0.0,7.0,9.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,11,Cece Marino,S,3,1,0,2,0.5,12,0,1,9,0,0,0,0,0,1.0,0,0.0,46.0,8.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,18,Finley McAndrew,S,3,1,0,3,0.333,13,1,1,6,0,0,0,0,0,2.0,0,0.0,35.0,12.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,10,Tereza Motalova,MB,3,4,1,7,0.429,0,1,1,4,0,0,3,0,0,8.0,0,0.0,2.0,14.0,3
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,13,Rowan Schreiber,MB,3,3,4,10,-0.1,1,0,0,0,0,0,1,0,0,4.0,0,0.0,3.0,0.0,1
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,6,Sara Siefert,OH,3,7,2,23,0.217,2,4,3,7,13,0,0,0,0,11.0,0,0.0,7.0,15.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,7,Martina Gonzalo Cortes,OH,2,5,3,19,0.105,0,0,0,0,0,0,0,0,0,5.0,0,0.0,1.0,0.0,0
2026-2027,2026-08-30,6583704,NJIT,America East,Seton Hall,Big East,Neutral,9,Leah Devaraj,OH,1,0,2,7,-0.286,0,0,0,0,0,0,0,0,0,0.0,0,,,,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,15,Gwen Adler,S,3,1,0,5,0.2,33,0,0,7,0,0,0,0,0,1.0,0,0.0,77.0,14.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,6,Mia Clyburn,MB,3,9,2,13,0.538,0,0,1,0,0,0,1,0,0,10.0,0,0.0,0.0,9.0,1
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,3,Kennedy Cummins,L/DS,3,0,0,1,0.0,1,0,1,7,10,0,0,0,0,0.0,0,0.0,4.0,9.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,12,Kennedy Horn,MB,3,5,0,12,0.417,0,0,0,2,0,0,1,0,0,6.0,0,0.0,1.0,0.0,1
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,11,Rylee Nelson,L/DS,3,0,0,0,0.0,3,0,0,13,15,0,0,0,0,0.0,0,0.0,11.0,0.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,20,Daria Safian,OH,3,7,3,14,0.286,1,0,0,3,0,0,1,0,0,8.0,0,0.0,2.0,0.0,1
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,7,Samantha Shelton,OH,3,12,2,34,0.294,1,1,2,5,11,1,0,1,0,13.5,0,0.0,4.0,13.0,1
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,4,Alondra Villanueva,OH,3,9,2,23,0.304,2,3,3,10,19,1,0,0,0,12.0,0,0.0,5.0,16.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,10,Rylee Wooldridge,OH,3,0,0,0,0.0,1,1,0,3,2,0,0,0,0,1.0,0,0.0,1.0,13.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,14,Emilee Fuller,S,1,1,0,1,1.0,3,0,0,0,0,0,0,0,0,1.0,0,0.0,5.0,1.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,5,Hanna Labanowska,OH,1,3,2,6,0.167,0,0,0,0,4,1,0,0,0,3.0,0,0.0,0.0,1.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,13,Madison Loiselle,OH,1,0,1,2,-0.5,0,0,0,1,0,0,0,0,0,0.0,0,0.0,0.0,0.0,0
2026-2027,2026-08-30,6583704,Seton Hall,Big East,NJIT,America East,Neutral,22,Alex Rasmussen,MB,1,1,0,1,1.0,0,0,1,0,0,0,1,1,0,2.5,0,0.0,0.0,1.0,2
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,15,Gwen Adler,S,4,0,1,1,-1.0,21,0,2,4,0,0,0,0,0,0.0,0,0.0,41.0,13.0,0
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,6,Mia Clyburn,MB,4,9,1,16,0.5,0,0,1,3,5,1,0,4,0,11.0,0,0.0,0.0,7.0,4
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,14,Emilee Fuller,S,4,2,0,2,1.0,21,0,1,4,0,0,0,0,0,2.0,0,0.0,50.0,16.0,0
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,12,Kennedy Horn,MB,4,6,4,15,0.133,0,0,0,0,1,0,0,5,1,8.5,0,0.0,0.0,0.0,5
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,13,Madison Loiselle,OH,4,10,2,26,0.308,1,0,0,1,0,0,0,6,0,13.0,0,0.0,4.0,0.0,6
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,11,Rylee Nelson,L/DS,4,0,0,0,0.0,3,2,1,12,46,3,0,0,0,2.0,0,0.0,6.0,24.0,0
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,20,Daria Safian,OH,4,12,3,20,0.45,0,0,0,0,0,0,1,1,0,13.5,0,0.0,2.0,0.0,2
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,7,Samantha Shelton,OH,4,6,3,18,0.167,1,0,2,0,6,2,0,3,0,7.5,0,0.0,4.0,13.0,3
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,4,Alondra Villanueva,OH,4,8,5,23,0.13,2,2,3,9,11,0,0,1,0,10.5,0,0.0,6.0,19.0,1
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,10,Rylee Wooldridge,OH,4,0,0,0,0.0,1,0,0,4,9,2,0,0,0,0.0,0,0.0,1.0,1.0,0
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,5,Hanna Labanowska,OH,1,0,0,0,0.0,0,0,1,0,0,0,0,0,0,0.0,0,0.0,0.0,4.0,0
2026-2027,2026-09-04,6583709,Seton Hall,Big East,Jacksonville St.,CUSA,Neutral,1,Loukia Papadakos,MB,1,1,1,2,0.0,0,0,0,1,0,0,0,2,0,2.0,0,0.0,1.0,1.0,2
2026-2027,2026-09-04,6583709,Jacksonville St.,CUSA,Seton Hall,Big East,Neutral,8,Lauren Buchanan,OH,4,9,7,27,0.074,1,0,0,5,13,0,0,2,1,10.0,0,0.0,2.0,4.0,2
2026-2027,2026-09-04,6583709,Jacksonville St.,CUSA,Seton Hall,Big East,Neutral,26,Claire Evans,OH,4,14,5,27,0.333,0,1,2,2,24,1,0,0,0,15.0,0,0.0,2.0,10.0,0
2026-2027,2026-09-04,6583709,Jacksonville St.,CUSA,Seton Hall,Big East,Neutral,16,Delaney Moon,L/DS,4,0,0,0,0.0,1,1,1,7,28,1,0,0,0,1.0,0,0.0,11.0,4.0,0
2026-2027,2026-09-04,6583709,Jacksonville St.,CUSA,Seton Hall,Big East,Neutral,13,Taya Nordmann,MB,4,4,0,12,0.333,1,3,0,2,0,0,2,4,0,11.0,0,0.0,4.0,14.0,6
2026-2027,2026-09-04,6583709,Jacksonville St.,CUSA,Seton Hall,Big East,Neutral,1,Sophia Schweikert,OH,4,6,9,20,-0.15,0,2,3,3,20,1,0,1,0,8.5,0,0.0,3.0,16.0,1
